Dataset,project_name,passed_CDHIT_filter,signal_to_noise,EternaScore,GC content,Length,Max. reactivity,Median reactivity,"Target structure, total loops","Target structure, # hairpins","Target structure, # Internal loops","Target structure, # Multiloops",# constructs,Sequence Entropy,Mean_of_package_correlations,Stddev_of_package_correlations,cfold_zscore
Round 15,SHAPE Profile - A-C Mismatch - Pilot Run 2B,True,2.133,90.96,0.4323076923,109.0,2.5915266667,0.2978333333,7.0,2.0,4.0,1.0,15,0.3652219235,0.653250262,0.0485355775,0.6391209667000001
Round 15,SHAPE Profile - C-A Mismatch - Pilot Run 2B,True,1.7037222222000001,86.1777777778,0.4282051282,109.0,2.9555222222,0.3643666667,7.0,2.0,4.0,1.0,18,0.38485846300000004,0.6022011911,0.0475777732,0.6865628767
Round 15,SHAPE Profile - C-C Mismatch - Pilot Run 2A,True,3.5611052632,89.5421052632,0.4611336032,109.0,2.1904368421,0.2668657895,7.0,2.0,4.0,1.0,19,0.3667675804,0.7172296306,0.0575120423,0.5193288732
Round 15,SHAPE Profile - C-U Mismatch - Pilot Run 2A,True,3.3794285714,88.3428571429,0.44670329670000003,109.0,1.8650357143,0.2348785714,7.0,2.0,4.0,1.0,14,0.3460484921,0.6834090331,0.0595632316,0.6807781139
Round 15,SHAPE Profile - G-A Mismatch - Pilot Run 2A,True,1.8068461538,85.7076923077,0.4319526627,109.0,3.7953846154,0.3412961538,7.0,2.0,4.0,1.0,13,0.3340412539,0.6456657634,0.0620333864,0.4971395679
Round 15,The G Quadruplex - Round 2,True,3.8258260870000003,81.7869565217,0.5421994885,64.0,5.5593869565,0.0416173913,3.0,1.0,2.0,0.0,23,0.3221174737,0.3759091048,0.0283757039,0.9554517094
Round 15,Triloop Hairpin and Stem Loop - Helix Stability,True,2.2025588235,87.6852941176,0.44117647060000004,106.0,3.9215794118,0.27516176470000003,7.0,3.0,3.0,1.0,34,0.5884265854,0.6801066872,0.0355531796,0.3481846243
Round 15,Wobble Quad Control 1,True,1.3817647059,88.4764705882,0.41266968330000003,109.0,4.2497352941,0.3224764706,6.0,3.0,1.0,2.0,17,0.4656291957,0.5200147329,0.0482527377,1.0823578331
Round 15,Wobble Quad Stability 2,True,2.3035714286,87.5357142857,0.4285714286,109.0,3.2811071429,0.3059428571,6.0,3.0,1.0,2.0,14,0.4451763474,0.652999679,0.043140023300000004,0.6393174085000001
Round 15,Wobble Quad Stability 3,True,1.8856470588,88.7117647059,0.4257918552,109.0,3.1251411765,0.3357676471,6.0,3.0,1.0,2.0,17,0.43961907380000004,0.6191084418,0.0521749244,0.7864278348
Round 15,Wobble Quad Stability 4,True,2.4982941176,88.1294117647,0.4190045249,109.0,2.7528117647,0.36617352940000003,6.0,3.0,1.0,2.0,17,0.49043007390000004,0.6203816865,0.0588997215,0.422268113
Round 16,A-U Closing Base Pairs - 4.1,True,2.3708461538,94.3923076923,0.36971586970000003,90.0,3.7352538462,0.2408826923,4.0,2.0,1.0,1.0,26,0.4134502673,0.7660101448000001,0.0437471981,0.3381686658
Round 16,A-U Closing Base Pairs - 4.2,True,2.3402083333,94.3083333333,0.3738738739,90.0,3.5824333333,0.20750416670000002,4.0,2.0,1.0,1.0,24,0.4457090816,0.7349508965,0.045349730500000004,0.0574962912
Round 16,FMN Binding Site - Rotated,True,2.9095454545,92.4227272727,0.395541958,83.0,3.9497863636,0.0855909091,3.0,1.0,2.0,0.0,22,0.491498553,0.6410456188,0.0539768679,0.35300553970000004
Round 16,G-U Closing Base Pairs - 4.3,True,3.4918,90.9666666667,0.3966966967,90.0,4.43515,0.2968616667,4.0,2.0,1.0,1.0,30,0.42587139430000004,0.733515413,0.0592354478,0.5293639264000001
Round 16,G-U Closing Base Pairs - 4.4,True,4.0581923077,90.9384615385,0.3991683992,90.0,3.8431115385,0.2724903846,4.0,2.0,1.0,1.0,26,0.42780223230000003,0.7225899658,0.0617491566,0.5135375129
Round 16,Hairpin ribozyme,True,1.8423636364,90.5363636364,0.43798151,97.0,5.0188409091,0.4774068182,5.0,2.0,2.0,1.0,22,0.4039734974,0.5484637262000001,0.0410074905,0.6753643079
Round 16,Hexaloop 1,True,11.4356285714,94.4742857143,0.4166112957,65.0,4.3805714286,0.1484314286,4.0,2.0,1.0,1.0,35,0.4540632424,0.7413692179,0.0467371332,0.2168428527
Round 16,Hexaloop 2,True,4.8203666667,95.01,0.4180272109,77.0,4.58679,0.1802116667,4.0,2.0,1.0,1.0,30,0.5157236353,0.796903286,0.055601475600000005,0.3840015892
Round 16,Hexaloop 3,True,2.555,94.4045454545,0.4128099174,89.0,5.1868409091,0.21649545450000002,4.0,2.0,1.0,1.0,22,0.5763811520000001,0.7403230614,0.0194167861,0.8022540261000001
Round 16,Kinky Bits,True,3.1781428571,90.4178571429,0.4326530612,84.0,3.6872214286,0.1279196429,6.0,1.0,5.0,0.0,28,0.4887251006,0.710098917,0.0452778779,0.3265695712
Round 16,Mad multiloop - Pentaloop 1,True,12.0618108108,93.827027027,0.4308236808,63.0,3.2027702703,0.09852432430000001,4.0,2.0,1.0,1.0,37,0.43453197530000004,0.7679275353,0.0396076495,0.5535952942
Round 16,Most Likely Base Pair U/A - Variation 1.1B,True,2.9531176471,92.5352941176,0.41323529410000004,59.0,3.4275588235,0.0005529412,3.0,1.0,2.0,0.0,17,0.4000961638,0.7174343648,0.042764922600000005,0.0377923363
Round 16,Motif study: the S-turn,True,4.6413333333,94.31,0.41877394640000004,66.0,2.3552833333,0.0400616667,3.0,1.0,2.0,0.0,30,0.5131769615,0.7194306382,0.0367739903,0.592717214
Round 16,Multibranch Loop Terminal Mismatch Stability Pilot - Strand Length 1,True,2.217625,85.7375,0.436965812,96.0,4.2323125,0.315225,4.0,2.0,1.0,1.0,8,0.47321432760000004,0.6092230142,0.0445478771,0.3991822666
Round 16,Multibranch Loop Terminal Mismatch Stability Pilot - Strand Length 2,True,1.7153749999999999,87.2375,0.43592436970000004,98.0,3.658125,0.31505000000000005,4.0,2.0,1.0,1.0,8,0.4037052983,0.6577556412000001,0.053182365200000005,0.5091516898
Round 16,Multibranch Loop Terminal Mismatch Stability Pilot - Strand Length 3,True,1.8354285714,87.4714285714,0.4073199528,100.0,4.5086,0.3718857143,4.0,2.0,1.0,1.0,7,0.36344898140000004,0.6293731112000001,0.0442484456,0.43082689490000003
Round 16,Multibranch Loop Terminal Mismatch Stability Pilot - Strand Length 4,True,1.1338571429,82.8714285714,0.39372822300000004,102.0,4.0141142857,0.43184285710000003,4.0,2.0,1.0,1.0,7,0.3636892161,0.5199870452,0.0614371623,0.6168592301
Round 16,Multibranch Loop Terminal Mismatch Stability Pilot - Strand Length 5,True,1.3522727273,81.2272727273,0.4065454545,104.0,3.9117272727,0.4215590909,4.0,2.0,1.0,1.0,11,0.44880488960000003,0.5291622633,0.0670425416,0.5405767821
Round 16,Multibranch Loop Terminal Mismatch Stability Pilot - Strand Length 6,True,1.2361666667,86.5,0.4028871391,106.0,6.472,0.6599833333,4.0,2.0,1.0,1.0,6,0.40911835760000004,0.5210103928,0.0327405795,0.2906559346
Round 16,Neck-Hairpin Spacing 0,True,2.5098181818,96.2454545455,0.3579098067,106.0,4.7807272727,0.5203681818,3.0,2.0,0.0,1.0,11,0.3754863301,0.7065434198,0.0138303754,0.33050977070000004
Round 16,Neck-Hairpin Spacing 1,True,1.7917142857,92.3285714286,0.37964004500000004,106.0,5.5168357143,0.5054678571,3.0,2.0,0.0,1.0,14,0.3804563566,0.6269469243,0.0244643176,0.2616029977
Round 16,Neck-Hairpin Spacing 2,True,1.8237142857,93.7571428571,0.39651293590000003,106.0,4.464,0.46702857140000004,3.0,2.0,0.0,1.0,14,0.40639446830000003,0.6341123273,0.0435942084,0.2549902377
Round 16,Neck-Hairpin Spacing 3,True,2.0717692308,93.5923076923,0.38885523920000004,106.0,5.1008230769,0.4930884615,3.0,2.0,0.0,1.0,13,0.4193795947,0.6527781073000001,0.026168812200000002,0.3190186538
Round 16,Pentaloop 2,True,5.1010571429,93.4828571429,0.42172619050000004,75.0,4.6739028571,0.1525828571,4.0,2.0,1.0,1.0,35,0.5185614258,0.751612691,0.0577569125,0.603763864
Round 16,Pentaloop 3,True,2.5016956522,91.2434782609,0.4355877617,87.0,3.7198217391,0.1593043478,4.0,2.0,1.0,1.0,23,0.5579726773,0.721670445,0.057485023100000004,0.5081830873000001
Round 16,Pure A,True,5.2065,96.35,0.37931034480000003,66.0,4.0161,0.0385,3.0,1.0,2.0,0.0,2,0.0574712644,0.7887954679,0.0052376158,0.28587462350000004
Round 16,Return of the boost,True,3.7551470588,93.0764705882,0.4005457853,76.0,3.4455411765,0.2242235294,4.0,2.0,1.0,1.0,34,0.4259692411,0.6769850655,0.0472271764,0.6100261224
Round 16,SHAPE Profile - C-U Mismatch - Pilot Run 2B,True,1.172125,86.225,0.4288461538,109.0,4.1634125,0.41275625,7.0,2.0,4.0,1.0,16,0.36972917,0.5697555588000001,0.0699981336,0.6146904442000001
Round 16,SHAPE Profile - Most Likely Base Pair G/C - Variation 2,True,0.1675294118,82.5882352941,0.4578203374,108.0,18.5482,0.0,5.0,1.0,4.0,0.0,17,0.49167836400000003,0.20079416320000001,0.046187485,0.1286764989
Round 16,SHAPE Profile - Most Likely Base Pair G/C - Variation 2B,True,2.4861666667,91.4958333333,0.4359375,59.0,3.2448083333,0.0024749999999999998,3.0,1.0,2.0,0.0,24,0.37864318680000003,0.7241860112,0.0365061109,0.225363524
Round 16,SHAPE Profile - Most Likely Base Pair U/A - Variation 1.1,True,0.2706842105,82.1,0.4573643411,108.0,19.6065473684,0.0036578947000000003,5.0,1.0,4.0,0.0,19,0.5119846767,0.21873661360000002,0.010434449200000001,-0.33401612350000004
Round 16,SHAPE Profile - Most Likely Base Pair U/A - Variation 1.3,True,0.1988571429,82.9095238095,0.4263565891,108.0,17.6343666667,0.0,5.0,1.0,4.0,0.0,21,0.5098832084,0.1919003778,0.0133983226,-0.0297848361
Round 16,The Donkey's Tail,True,6.1582666667,88.0133333333,0.4285714286,70.0,2.8209733333,0.1918233333,2.0,1.0,1.0,0.0,15,0.3293219805,0.6127576522,0.0516494085,0.4295043613
Round 16,Variant 1,True,1.8947058824,89.0705882353,0.43450321300000005,98.0,7.3619117647,0.5102617647000001,5.0,2.0,2.0,1.0,17,0.40744533990000004,0.5424390397000001,0.0232127989,0.6702528024000001
Round 16,Variant 2,True,2.0092142857,90.3285714286,0.4345238095,99.0,6.4785142857,0.5930178571,5.0,2.0,2.0,1.0,14,0.4105204196,0.5545921278,0.0364922307,0.4804065027
Round 17,Aptamer secondary structure - Shape 2,True,13.328,89.4,0.3979591837,77.0,2.5279,0.083,3.0,1.0,2.0,0.0,1,0.0,0.762719102,0.0267172281,-0.2490291493
Round 17,Aptamer secondary structure - Shape 5,True,3.322,94.7,0.4205607477,86.0,2.3744,0.09505000000000001,4.0,1.0,3.0,0.0,1,0.0,0.7611133664,0.0173433711,0.2144343316
Round 17,Aptamer secondary structure - Shape 6,True,4.817,96.3,0.4424778761,92.0,2.6102,0.2514,4.0,2.0,1.0,1.0,1,0.0,0.7208811201,0.0129901552,0.7541699057
Round 17,Bound - Mimic CGUUAC--GGAGG,True,1.811,96.8,0.4251968504,106.0,3.1456,0.35525,5.0,2.0,2.0,1.0,1,0.0,0.7246572557000001,0.0168392654,0.26665616810000004
Round 17,Bound - Mimic CUGAAC--GACGG,True,1.5832857143,96.5142857143,0.4150731159,106.0,4.6606142857,0.3365571429,4.0,2.0,1.0,1.0,7,0.40084752290000003,0.6110451192,0.0326571789,0.7277475705
Round 17,Bound - Mimic UGGAUA--GACGG,True,1.3942,90.54,0.37007874020000003,106.0,3.61212,0.6274900000000001,5.0,2.0,2.0,1.0,5,0.306664527,0.5205883412,0.03878756,0.3207795071
Round 17,Bound - Mimic UGUAUU--GAAGG,True,1.8943333333,83.1666666667,0.3989501312,106.0,2.4924333333,0.6152666667000001,5.0,2.0,2.0,1.0,3,0.27104772,0.5988995756000001,0.0950343035,0.9559125119
Round 17,Effect of Bulge Proximity on RNA Stability,True,3.4507352941000002,92.6147058824,0.4432048682,95.0,2.0374529412,0.1159558824,8.0,1.0,7.0,0.0,34,0.5089744501,0.7181934151,0.0549499539,-0.33102470910000004
Round 17,Effect of Bulge Proximity on RNA Stability:  More Distance,True,3.4278571429,94.1,0.4648910412,97.0,2.0759,0.0958142857,8.0,1.0,7.0,0.0,14,0.45077659670000003,0.7515938971,0.062452088200000005,-0.0330561716
Round 17,FMN Mimic Pilot - (AGGAUA/UACUG & AGGAUA/UAAGG),True,0.8280000000000001,87.3454545455,0.4355179704,108.0,2.9092545455,0.1534772727,5.0,2.0,2.0,1.0,11,0.3310009921,0.5203514002,0.0109410055,0.4670496985
Round 17,FMN Mimic Pilot - (CCUAUC/GAAGG & AGUAUA/UAACA) 1,True,0.435,82.5727272727,0.3770260747,108.0,5.3723,0.0418590909,6.0,2.0,3.0,1.0,11,0.3337049572,0.4240673337,0.012303174600000001,0.0468140488
Round 17,FMN Mimic Pilot - (CCUAUC/GAAGG & AGUAUA/UAACA) 2,True,1.0225,89.5083333333,0.36609686610000003,96.0,2.965375,0.048708333300000003,4.0,1.0,3.0,0.0,12,0.3430906074,0.6750815994,0.0275231057,0.4827684129
Round 17,FMN Mimic Pilot - (CUGAAC/GACGG & CGUUAC/GGAGG),True,0.7305,83.6666666667,0.44186046510000004,108.0,3.7764083333,0.08544583330000001,6.0,2.0,3.0,1.0,12,0.3296343785,0.3872173077,0.0470767926,0.5547677785
Round 17,FMN Mimic Pilot - (CUGAGC/GACGG & CGGAUA/GACGG),True,0.9830909091000001,87.7272727273,0.4446793517,108.0,3.3145272727,0.1736045455,5.0,2.0,2.0,1.0,11,0.372498298,0.5637751644,0.0416705007,0.4487354632
Round 17,FMN Mimic Pilot - (GUAGUA/GAAAC & AGGAUA/UAAUU),True,0.48050000000000004,79.475,0.3875968992,108.0,3.4280833333,0.1053541667,5.0,2.0,2.0,1.0,12,0.3623323786,0.39764767030000003,0.0061553593000000005,-0.0456571958
Round 17,FMN Mimic Pilot - (UGUAUU/GAAGG & UGGAUA/GACGG),True,0.9031666667,86.8666666667,0.427002584,108.0,3.0717916667,0.29377083330000003,7.0,2.0,4.0,1.0,12,0.3668050657,0.4867089489,0.0498512709,0.8740836035
Round 17,FMN Mimic Pilot - AGUAUA/UAACA,True,5.7864615385,92.3076923077,0.368006993,67.0,1.8336615385,0.047107692300000004,3.0,1.0,2.0,0.0,13,0.3389229536,0.7967152101,0.0807436119,0.6030320881
Round 17,FMN in zigzag,True,2.3336428571,90.05,0.3953855879,92.0,2.5551607143,0.2622267857,7.0,1.0,6.0,0.0,28,0.4079617196,0.5791334775,0.0336715894,1.0925606006
Round 17,GGG/UCC Wobble Closing Base Pairs - Heptaloop,True,0.7227058824,86.0,0.3953488372,108.0,4.6883705882,0.1613,3.0,2.0,0.0,1.0,17,0.39747870630000004,0.430103989,0.025167641,0.21421691180000002
Round 17,GGG/UCC Wobble Closing Base Pairs - Hexaloop RE,True,1.6473333333,92.5066666667,0.390625,107.0,3.6117,0.1827733333,3.0,2.0,0.0,1.0,15,0.3874338704,0.6135083978,0.0217218089,0.9917292817000001
Round 17,Helix Comparison - 4x4 Loop,True,1.8115625,91.04375,0.37867647060000004,98.0,2.6766125,0.1807125,4.0,1.0,3.0,0.0,16,0.4566769505,0.6166877633,0.041800391,0.6336773527
Round 17,Helix Comparison - 5x5 Loop,True,1.1077222222,87.8555555556,0.3418458781,103.0,3.0193,0.28113611110000003,4.0,1.0,3.0,0.0,18,0.4575200903,0.46639539360000004,0.048387738300000004,0.8852003332
Round 17,Helix Comparison - 6x6 Loop,True,1.0249090909,87.1636363636,0.3467230444,108.0,3.2277545455,0.3546227273,4.0,1.0,3.0,0.0,11,0.38998598640000004,0.5064972870000001,0.0461038302,0.8126676271000001
Round 17,Helix Comparison - Eight Base Pair Stem,True,0.6778000000000001,81.45,0.38384615380000003,109.0,4.33666,0.24967000000000003,4.0,1.0,3.0,0.0,10,0.4463031636,0.4134483957,0.0164388484,0.270007262
Round 17,Helix Comparison - Four Base Pair Stem,True,2.4183846154,92.3153846154,0.35723598440000004,97.0,2.4222153846,0.2151269231,4.0,1.0,3.0,0.0,13,0.3918224912,0.673251538,0.0639279365,0.6668518987000001
Round 17,Helix Comparison - Stem 1 G-U,True,1.1225454545,92.4363636364,0.3607730852,106.0,2.5531363636,0.2658681818,4.0,1.0,3.0,0.0,11,0.3647235079,0.5669589496,0.0399008828,0.8177096239
Round 17,Helix Comparison - Stem 2 G-U,True,1.3177333333,89.54,0.3527559055,106.0,3.3041333333000003,0.23187000000000002,4.0,1.0,3.0,0.0,15,0.4133278333,0.5029515389,0.0397251722,0.7678936362000001
Round 17,L3-4,True,8.4885,91.7,0.3675742574,80.0,1.8914875,0.12378125000000001,2.0,1.0,1.0,0.0,8,0.3552851447,0.6696165838,0.0196747447,0.5543673323
Round 17,L3-5,True,7.3811666667,90.0,0.4003267974,81.0,2.06385,0.1027916667,2.0,1.0,1.0,0.0,6,0.3610573804,0.6159143317,0.057405701,0.4039895684
Round 17,L3-6,True,8.684,87.65,0.3883495146,82.0,2.784,0.1210875,2.0,1.0,1.0,0.0,4,0.24894152,0.6558298087000001,0.0519446535,0.2768958889
Round 17,L3-7,True,7.923,88.1,0.3736263736,83.0,3.1888142857,0.1493928571,2.0,1.0,1.0,0.0,7,0.33075249500000004,0.6274211246,0.043557588700000004,0.1640259821
Round 17,L3-8,True,9.6786666667,89.5,0.41587301590000003,84.0,2.6032,0.1259666667,2.0,1.0,1.0,0.0,3,0.2472132938,0.6739366273,0.0106524784,0.0741064542
Round 17,L3-9,True,6.9463333333,88.2666666667,0.41509433960000003,85.0,2.8084,0.1214666667,2.0,1.0,1.0,0.0,3,0.1897574294,0.6717052724,0.0082940811,0.0931132341
Round 17,New Frontier 5,True,6.6607,84.15,0.3656862745,81.0,2.45724,0.26574000000000003,4.0,2.0,1.0,1.0,10,0.3827870279,0.7177148983,0.028030670900000002,-0.1715506189
Round 17,Reproducibility Lab 2 - Shape 1,True,9.333,88.9,0.4711538462,83.0,2.6074,0.26385000000000003,9.0,3.0,5.0,1.0,1,0.0,0.731772765,0.060795800600000005,-0.5083443044
Round 17,Reproducibility Lab 2 - Shape 19,True,2.9227,84.04,0.44134615380000003,83.0,2.24597,0.064885,5.0,2.0,2.0,1.0,10,0.48258687520000004,0.5945734772,0.0386924921,0.5337502247
Round 17,Reproducibility Lab 2 - Shape 20,True,5.007,95.8,0.4038461538,83.0,1.8274,0.11220000000000001,6.0,2.0,3.0,1.0,1,0.0,0.7091292484,0.0068232797000000005,0.13339334900000002
Round 17,Reproducibility Lab 2 - Shape 3,True,6.5515,94.4,0.5240384615,83.0,2.0231,0.029974999999999998,5.0,3.0,1.0,1.0,2,0.1682692308,0.8946432362000001,0.015338149,0.5198066087000001
Round 17,Reproducibility Lab 2 - Shape 6,True,17.61,86.1,0.6346153846,83.0,1.9672,0.17415000000000003,10.0,3.0,6.0,1.0,1,0.0,0.6944215882,0.0179350483,0.4306186001
Round 17,Reproducibility Lab 2 - Shape 9,True,5.607,97.2,0.4615384615,83.0,2.4762,0.17015000000000002,8.0,1.0,7.0,0.0,1,0.0,0.7661662025,0.020811244,0.2531048534
Round 17,SHAPE Profile - Most Likely Base Pair C/G - Variation 2,True,0.3608,83.365,0.48953488370000003,108.0,9.03691,0.013712499999999999,5.0,1.0,4.0,0.0,20,0.5025283334,0.3475304282,0.027325738500000002,0.24432116850000002
Round 17,SHAPE Profile - Most Likely Base Pair C/G - Variation 2B,True,1.3933157895,88.1684210526,0.4530656538,76.0,2.6984421053,0.0236473684,4.0,2.0,1.0,1.0,19,0.4380614856,0.5871326746000001,0.032847030400000005,0.1540065387
Round 17,SHAPE Profile - Most Likely Base Pair U/A - Variation 1.2,True,0.25257894740000003,82.3736842105,0.4365565075,108.0,4.7614473684,0.0052263158,5.0,1.0,4.0,0.0,19,0.4970039825,0.31133431240000004,0.050187097,0.1181000561
Round 17,SHAPE Profile - Most Likely Base Pair U/A - Variation 1.4,True,0.24387499999999998,83.0833333333,0.43055555560000003,108.0,6.0937291667,0.012674999999999999,5.0,1.0,4.0,0.0,24,0.5151305952,0.2804964607,0.0479790919,0.0850089636
Round 17,Stabilise the 1-1-1-1-1 multiloop ,True,0.5693333333,78.7909090909,0.41258741260000004,109.0,3.5134484848,0.1626469697,6.0,4.0,1.0,1.0,33,0.5512755765,0.3839118393,0.0332579139,1.0518609727
Round 17,Stanford Switch Puzzle,True,12.2956666667,79.4833333333,0.3858695652,71.0,2.4474166667,0.1643654762,3.0,2.0,0.0,1.0,42,0.3730528354,0.6623334708,0.0289930384,0.9828413204
Round 17,Telephone,True,2.1607857143,86.5857142857,0.4428571429,109.0,3.0658642857,0.3683392857,8.0,2.0,5.0,1.0,14,0.5211130557,0.5651956426,0.0519607703,0.9910954266
Round 17,Unbound,True,1.978,93.7,0.4645669291,106.0,2.6858,0.6937500000000001,4.0,2.0,1.0,1.0,1,0.0,0.7104214461,0.011536038600000001,0.6572438438
Round 18,20% Non Watson-Crick Base Pairs - Effortless,True,4.2050925926,86.3212962963,0.3937000726,81.0,3.5193425926,0.0789041667,2.0,1.0,1.0,0.0,108,0.6343887340000001,0.5952362733000001,0.0425414947,1.0029727355
Round 18,40% Non Watson-Crick Base Pairs - Medium,True,5.6253255814,80.4813953488,0.44300045600000004,81.0,2.2795709302000002,0.1481616279,2.0,1.0,1.0,0.0,86,0.6219362815,0.546473891,0.033070345,1.3788504379
Round 18,60% Non Watson-Crick Base Pairs - Heating Up,True,6.5858414633999995,73.7475609756,0.4461979914,81.0,2.7142414634,0.2393695122,2.0,1.0,1.0,0.0,82,0.6051643858,0.43355922550000003,0.0405860553,0.3981090429
Round 18,70% Non Watson-Crick Base Pairs - Hard Mode,True,5.7362253521,73.5845070423,0.4305440486,81.0,3.0856014085,0.2593535211,2.0,1.0,1.0,0.0,71,0.6162229661,0.3788596662,0.0320313927,0.41696370110000003
Round 18,80% Non Watson-Crick Base Pairs - Insanity,True,4.5149444444,78.5907407407,0.4291938998,81.0,4.7390703704,0.1925555556,2.0,1.0,1.0,0.0,54,0.5991222316,0.47776065580000004,0.036794175000000005,0.889382788
Round 18,Alternative structure space for human tRNAs - Shape 4,True,7.089,80.0,0.4786324786,96.0,4.5647,0.03395,6.0,3.0,2.0,1.0,1,0.047008547000000005,0.4563981543,,0.6770092669000001
Round 19,Alternative structure space for human tRNAs - Shape 4,True,2.16,82.4,0.5213675214,96.0,3.9685,0.16190000000000002,6.0,3.0,2.0,1.0,1,0.047008547000000005,0.4563981543,,0.6770092669000001
Round 18,Bistable 3 - Mod of Eli by mat747: -2.51 Kcal/mol Mimic Bonus,True,4.237,82.2333333333,0.36448598130000004,86.0,2.0138333333,0.3305,5.0,2.0,2.0,1.0,3,0.11544750790000001,0.6689029883000001,0.040648660100000004,-0.9407366735
Round 18,Hair Trigger - Sub 2 (Stable) by Brourd: -2.51 Kcal/mol Mimic Bonus,True,3.8795,80.7,0.37383177570000004,86.0,1.70195,0.2316,5.0,1.0,4.0,0.0,2,0.0654205607,0.7313352886000001,0.037447186,0.2960191198
Round 18,Hair Trigger - Sub 2 (Stable) by Brourd: -4.86 Kcal/mol Mimic Bonus,True,2.203,86.7,0.38317757010000003,86.0,2.4794,0.0673,5.0,1.0,4.0,0.0,1,0.0,0.8546966228,0.0039213048,0.037893058800000004
Round 18,Hand and Finger Remade - Mimic,True,0.8921666667,74.4119047619,0.3972125436,102.0,6.3168309524,0.2683964286,5.0,2.0,2.0,1.0,42,0.568769877,0.37457668920000003,0.0266181817,1.0144877981
Round 18,Hand and Finger Remade - OFF State,True,0.5468958333,72.06875,0.38262195120000003,102.0,4.4968333333,0.14604166670000002,5.0,1.0,4.0,0.0,48,0.4541206202,0.2481762191,0.0139923579,0.8870001341
Round 18,Simple RNA Switch Remade - Mimic,True,5.550212766,86.9234042553,0.3546808511,79.0,1.6393,0.2661319149,3.0,1.0,2.0,0.0,47,0.4997242619,0.5022260259,0.0248660921,1.3473684207
Round 18,Simple RNA Switch Remade - OFF State,True,6.82478125,89.384375,0.37,79.0,1.774421875,0.2761875,3.0,2.0,0.0,1.0,32,0.4188435688,0.5453892865000001,0.029371488600000002,0.7212259687
Round 19,2-2 Superboost,True,1.9693749999999999,78.9375,0.41789215690000003,81.0,5.9345625,0.25135,5.0,1.0,4.0,0.0,8,0.4598216141,0.32603732820000003,0.032381208200000004,0.47112123520000004
Round 19,Apical Loop Comparison - Dissimilar Stem Sequences - Shape 2,True,2.601,91.65,0.2857142857,77.0,10.59195,0.3538,2.0,1.0,1.0,0.0,2,0.0918367347,0.3744959586,0.043273036800000005,0.19864827070000002
Round 19,Cyanocobalamin (vitamin B12) RNA aptamer SHAPE profile - Shape 0,True,10.3756,94.54,0.45,55.0,1.88298,0.0,1.0,1.0,0.0,0.0,5,0.16784686710000002,0.38887570330000004,0.0336383118,0.467939671
Round 19,Effects of Base Pair Mutations on the RNA Ensemble and Reverse Transcription - Shape 0,True,7.8368333332999995,84.3166666667,0.3383838384,45.0,1.93025,0.0,2.0,1.0,1.0,0.0,6,0.2653983587,0.49775886890000004,0.02201248,0.20556299490000002
Round 19,Hairpin Loop Comparison Pilot - Stem Comparison Tests,True,3.5063750000000002,89.5,0.3295454545,67.0,7.133725,0.17745625,2.0,1.0,1.0,0.0,8,0.2574132504,0.3785304617,0.0247096165,-0.1284851565
Round 19,Lab Entry Level 1 - The Finger lab revisited - Gap size 2,True,1.3982407407,76.3361111111,0.3765432099,81.0,5.7697342593,0.1788189815,4.0,1.0,3.0,0.0,108,0.5818286074,0.25081186040000003,0.022508375100000002,1.2379481811
Round 19,Lab Entry Level 2 - The Finger lab modified - Gap size 2,True,1.14318,75.582,0.38754716980000004,85.0,7.291921,0.2902965,4.0,1.0,3.0,0.0,100,0.588990761,0.26244505230000004,0.0332881487,1.4257028242
Round 19,Multistate RNA - CC/G bulge - Shape 0,True,4.1702083333,83.7083333333,0.4240506329,58.0,3.5974375,0.0091520833,3.0,1.0,2.0,0.0,24,0.37115167050000003,0.4186414227,0.008224182,-0.0210635719
Round 19,SHAPE Profile - G/A Hairpin Terminal Mismatch and Neighboring Base Pairs CNGgaaaaCNG - Shape 0,True,5.631625,92.375,0.3578767123,52.0,2.1651625,0.0,2.0,1.0,1.0,0.0,8,0.1855664547,0.6132277929000001,0.025144418800000002,0.2371058105
Round 19,SHAPE Profile - G/A Hairpin Terminal Mismatch and Neighboring Base Pairs GNCgaaaaGNC - Shape 0,True,5.8971666667000004,91.4666666667,0.3561643836,52.0,2.1105666667,0.0,2.0,1.0,1.0,0.0,6,0.17963745720000002,0.639907902,0.0210442866,0.133706507
Round 20,Bistable 3 - Double Trouble by Darkfire47: -2.51 Kcal/mol Mimic Bonus,True,7.6985,83.3,0.4626168224,86.0,4.3578,0.234875,5.0,2.0,2.0,1.0,2,0.0747663551,0.6645608354,0.0335896207,0.7047066964
Round 20,Bistable 3 - Mod of Eli by mat747: -2.51 Kcal/mol Mimic Bonus R2,True,6.5933333333,77.3333333333,0.34267912770000003,86.0,3.1164666667,0.3134166667,5.0,2.0,2.0,1.0,3,0.1205022002,0.7017507310000001,0.048728897,-0.4286083529
Round 20,Hair Trigger - Reresub 3 (Unstable) by Brourd: -2.51 Kcal/mol Mimic Bonus,True,11.473,72.65,0.4065420561,86.0,2.3685,0.207275,5.0,1.0,4.0,0.0,2,0.0607476636,0.6572134871,0.0421762548,0.3766138966
