SSTRAND_ID,TYPE,EXT_SOURCE,EXT_ID,ORGANISM,contrafold_2 Sens,vienna_2 Sens,contrafold_2 PPV,vienna_2 PPV,contrafold_2 F-score,vienna_2 F-score,eternafold_A Sens,eternafold_B Sens,eternafold_C Sens,eternafold_D Sens,eternafold_E Sens,eternafold_F Sens,eternafold_G Sens,eternafold_A PPV,eternafold_B PPV,eternafold_C PPV,eternafold_D PPV,eternafold_E PPV,eternafold_F PPV,eternafold_G PPV,eternafold_A F-score,eternafold_B F-score,eternafold_C F-score,eternafold_D F-score,eternafold_E F-score,eternafold_F F-score,eternafold_G F-score
CRW_00567,5S Ribosomal RNA,Gutell Lab CRW,X01590,Thermus aquaticus,0.810811,0.72973,0.681818,0.642857,0.743522,0.684918,0.783784,0.810811,0.810811,0.810811,0.810811,0.27027,0.540541,0.659091,0.681818,0.681818,0.681818,0.681818,0.2,0.444444,0.718738,0.743522,0.743522,0.743522,0.743522,0.232495,0.490143
CRW_00569,5S Ribosomal RNA,Gutell Lab CRW,M16532,Thermus sp.,0.911765,0.882353,0.775,0.833333,0.840606,0.857493,0.911765,0.911765,0.911765,0.911765,0.735294,0.764706,0.911765,0.794872,0.794872,0.775,0.775,0.657895,0.702703,0.794872,0.851315,0.851315,0.840606,0.840606,0.695519,0.733049,0.851315
RFA_00005,Other RNA,Rfam Database,RF00001 AF034619.1/5700-5584,Haloarcula marismortui,0.454545,0.454545,0.25641,0.27027,0.341394,0.350499,0.5,0.454545,0.727273,0.454545,0.454545,0.318182,0.454545,0.289474,0.25,0.421053,0.263158,0.243902,0.175,0.263158,0.380443,0.3371,0.553372,0.345857,0.332963,0.23597,0.345857
RFA_00015,Other RNA,Rfam Database,RF00001 AF272626.1/3085-2982,Ureaplasma urealyticum serovar 10,0.766667,0.7,0.821429,0.807692,0.793576,0.75192,0.766667,0.766667,0.8,0.766667,0.8,0.566667,0.633333,0.766667,0.793103,0.8,0.766667,0.8,0.607143,0.655172,0.766667,0.779773,0.8,0.766667,0.8,0.586556,0.64416
RFA_00026,Other RNA,Rfam Database,RF00001 AJ131602.1/115-3,Variovorax paradoxus,0.321429,0.571429,0.321429,0.533333,0.321429,0.552052,0.178571,0.178571,0.571429,0.178571,0.428571,0.142857,0.178571,0.172414,0.166667,0.444444,0.147059,0.375,0.111111,0.151515,0.175465,0.172516,0.503953,0.162051,0.400892,0.125988,0.164488
RFA_00031,Other RNA,Rfam Database,RF00001 AL139074.2/44859-44743,Campylobacter jejuni subsp. jejuni NCTC 11168,0.53125,0.5625,0.459459,0.545455,0.494052,0.553912,0.65625,0.5625,0.53125,0.65625,0.53125,0.46875,0.28125,0.567568,0.529412,0.459459,0.567568,0.435897,0.394737,0.264706,0.6103,0.545705,0.494052,0.6103,0.481217,0.430155,0.272853
RFA_00034,Other RNA,Rfam Database,RF00001 D00061.1/120-1,Gleiopeltis complanata,0.264706,0.264706,0.28125,0.375,0.272853,0.315063,0.264706,0.264706,0.264706,0.264706,0.264706,0.411765,0.264706,0.257143,0.243243,0.25,0.257143,0.236842,0.4,0.25,0.260897,0.253748,0.257248,0.260897,0.250387,0.40584,0.257248
RFA_00037,Other RNA,Rfam Database,RF00001 D00076.1/119-1,Lethenteron japonicum,0.909091,0.818182,0.681818,0.658537,0.787296,0.734032,0.939394,0.878788,0.969697,0.939394,0.878788,0.545455,0.939394,0.738095,0.690476,0.727273,0.72093,0.707317,0.391304,0.72093,0.832684,0.778962,0.839782,0.822944,0.788405,0.461994,0.822944
RFA_00043,Other RNA,Rfam Database,RF00001 D10530.1/120-1,Zygoascus hellenicus,0.90625,0.875,0.659091,0.666667,0.772853,0.763763,0.90625,0.90625,0.90625,0.90625,0.84375,0.5625,0.90625,0.659091,0.659091,0.659091,0.659091,0.627907,0.473684,0.659091,0.772853,0.772853,0.772853,0.772853,0.727871,0.516185,0.772853
RFA_00047,Other RNA,Rfam Database,RF00001 D10535.1/121-1,Candida parapsilosis,0.903226,0.967742,0.7,0.75,0.795147,0.851943,0.967742,0.967742,0.967742,0.967742,0.903226,0.709677,0.967742,0.697674,0.697674,0.714286,0.697674,0.651163,0.628571,0.697674,0.821686,0.821686,0.831411,0.821686,0.766908,0.667894,0.821686
RFA_00054,Other RNA,Rfam Database,RF00001 J01012.1/119-1,Xenopus laevis (African clawed frog),0.941176,0.911765,0.780488,0.794872,0.857074,0.851315,0.5,0.823529,1,0.941176,0.941176,0.382353,0.382353,0.414634,0.717949,0.829268,0.820513,0.820513,0.302326,0.342105,0.455321,0.768929,0.910642,0.878776,0.878776,0.339993,0.36167
RFA_00057,Other RNA,Rfam Database,RF00001 J01888.1/119-1,Arion rufus,0.882353,0.882353,0.731707,0.75,0.803507,0.813489,0.882353,0.882353,0.911765,0.882353,0.941176,0.235294,0.882353,0.697674,0.697674,0.738095,0.697674,0.744186,0.190476,0.697674,0.784598,0.784598,0.820347,0.784598,0.836905,0.211702,0.784598
RFA_00068,Other RNA,Rfam Database,RF00001 K02350.1/119-1,Nemopsis dofleini,0.941176,0.941176,0.780488,0.780488,0.857074,0.857074,0.941176,0.941176,0.941176,0.941176,0.941176,0.264706,0.941176,0.761905,0.761905,0.761905,0.761905,0.761905,0.236842,0.761905,0.84681,0.84681,0.84681,0.84681,0.84681,0.250387,0.84681
RFA_00072,Other RNA,Rfam Database,RF00001 K02683.1/118-2,Micrococcus luteus,0.88,0.44,0.758621,0.44,0.81706,0.44,0.68,0.8,0.88,0.88,0.88,0.56,0.68,0.607143,0.740741,0.758621,0.758621,0.758621,0.466667,0.586207,0.64254,0.7698,0.81706,0.81706,0.81706,0.511208,0.631364
RFA_00079,Other RNA,Rfam Database,RF00001 L27162.1/122-2,Halorubrum saccharovorum,0,0.0384615,0,0.0344828,0,0.0364179,0,0,0,0,0,0.153846,0,0,0,0,0,0,0.0869565,0,0,0,0,0,0,0.115663,0
RFA_00081,Other RNA,Rfam Database,RF00001 L27343.1/116-3,Halobacterium sp.,0.48,0.52,0.324324,0.371429,0.394557,0.43948,0.48,0.52,0.56,0.48,0.64,0.24,0.44,0.324324,0.342105,0.358974,0.324324,0.410256,0.139535,0.289474,0.394557,0.421776,0.448359,0.394557,0.51241,0.182998,0.356887
RFA_00082,Other RNA,Rfam Database,RF00001 M10358.1/120-2,Chlorella sp. ATCC11469,0.848485,0.666667,0.717949,0.55,0.780493,0.60553,0.848485,0.848485,0.848485,0.848485,0.848485,0.666667,0.818182,0.717949,0.717949,0.717949,0.717949,0.666667,0.55,0.675,0.780493,0.780493,0.780493,0.780493,0.752102,0.60553,0.743151
RFA_00084,Other RNA,Rfam Database,RF00001 M10432.1/119-1,Metasequoia glyptostroboides,0.28125,0.28125,0.225,0.257143,0.251558,0.268927,0.28125,0.28125,0.28125,0.28125,0.28125,0.28125,0.25,0.214286,0.214286,0.219512,0.209302,0.214286,0.18,0.186047,0.245495,0.245495,0.248471,0.242624,0.245495,0.225,0.215666
RFA_00086,Other RNA,Rfam Database,RF00001 M10434.1/119-1,Cycas revoluta,0.375,0.78125,0.363636,0.714286,0.369274,0.747018,0.28125,0.28125,0.40625,0.28125,0.28125,0.28125,0.28125,0.236842,0.236842,0.351351,0.243243,0.204545,0.191489,0.230769,0.258093,0.258093,0.377805,0.261557,0.239851,0.23207,0.254762
RFA_00089,Other RNA,Rfam Database,RF00001 M10437.1/120-2,Nitella flexilis,0.612903,0.16129,0.513514,0.138889,0.561012,0.149671,0.903226,0.903226,0.645161,0.903226,0.548387,0.193548,0.612903,0.736842,0.736842,0.540541,0.736842,0.435897,0.130435,0.542857,0.815803,0.815803,0.590539,0.815803,0.488917,0.158888,0.576818
RFA_00106,Other RNA,Rfam Database,RF00001 M16205.1/122-4,Brevibacterium linens,0.69697,0.333333,0.589744,0.37931,0.641119,0.355579,0.818182,0.757576,0.818182,0.757576,0.333333,0.333333,0.333333,0.692308,0.641026,0.692308,0.641026,0.268293,0.25,0.275,0.752618,0.696869,0.752618,0.696869,0.29905,0.288675,0.302765
RFA_00116,Other RNA,Rfam Database,RF00001 M25115.1/122-1,Crypthecodinium cohnii,0.84375,0.90625,0.658537,0.707317,0.745413,0.800629,0.84375,0.84375,0.84375,0.84375,0.84375,0.28125,0.71875,0.658537,0.658537,0.658537,0.658537,0.658537,0.1875,0.560976,0.745413,0.745413,0.745413,0.745413,0.745413,0.22964,0.634981
RFA_00117,Other RNA,Rfam Database,RF00001 M25201.1/119-1,Bombyx mori (domestic silkworm),0.470588,0.941176,0.421053,0.761905,0.445132,0.84681,0.264706,0.323529,0.882353,0.323529,0.941176,0.323529,0.264706,0.230769,0.282051,0.731707,0.289474,0.744186,0.268293,0.225,0.247156,0.302079,0.803507,0.306028,0.836905,0.294619,0.244047
RFA_00118,Other RNA,Rfam Database,RF00001 M25202.1/119-1,Dictyostelium discoideum,0.484848,1,0.457143,0.804878,0.470792,0.89715,0.757576,0.757576,0.484848,0.757576,0.878788,0.333333,0.454545,0.625,0.657895,0.444444,0.625,0.725,0.282051,0.428571,0.688102,0.705978,0.464207,0.688102,0.798199,0.306622,0.441367
RFA_00129,Other RNA,Rfam Database,RF00001 M34760.1/117-2,Methylomonas rubra,0.56,0.16,0.466667,0.166667,0.511208,0.163299,0.52,0.52,0.52,0.52,0.48,0.08,0.52,0.40625,0.419355,0.448276,0.40625,0.375,0.0645161,0.40625,0.459619,0.466974,0.482808,0.459619,0.424264,0.0718421,0.459619
RFA_00133,Other RNA,Rfam Database,RF00001 M34770.1/114-1,Methylobacterium organophilum,0.652174,0.565217,0.428571,0.382353,0.52868,0.464879,0.652174,0.652174,0.652174,0.652174,0.565217,0.304348,0,0.428571,0.428571,0.384615,0.394737,0.382353,0.194444,0,0.52868,0.52868,0.500835,0.507383,0.464879,0.243267,0
RFA_00135,Other RNA,Rfam Database,RF00001 M34773.1/114-1,Renobacter vaculatum,0.304348,0.478261,0.2,0.392857,0.246718,0.433461,0.304348,0.304348,0.304348,0.304348,0.304348,0.217391,0.304348,0.194444,0.21875,0.21875,0.194444,0.21875,0.138889,0.194444,0.243267,0.258023,0.258023,0.243267,0.258023,0.173762,0.243267
RFA_00138,Other RNA,Rfam Database,RF00001 M35395.1/119-1,Lingula anatina,0.939394,0.818182,0.756098,0.72973,0.842778,0.772691,0.909091,0.848485,0.939394,0.909091,0.909091,0.242424,0.909091,0.731707,0.7,0.738095,0.731707,0.731707,0.210526,0.731707,0.815591,0.770675,0.832684,0.815591,0.815591,0.225913,0.815591
RFA_00173,Other RNA,Rfam Database,RF00001 M76388.1/6258-6142,Streptomyces griseus,0.5,0.366667,0.441176,0.297297,0.469668,0.330165,0.366667,0.366667,0.5,0.366667,0.366667,0.366667,0.4,0.289474,0.289474,0.428571,0.282051,0.297297,0.282051,0.307692,0.325792,0.325792,0.46291,0.321588,0.330165,0.321588,0.350823
RFA_00176,Other RNA,Rfam Database,RF00001 U01070.1/289-190,Mycoplasma flocculare,0.45,0.3,0.5,0.26087,0.474342,0.279752,0.3,0.3,0.5,0.3,0.5,0.3,0.3,0.26087,0.26087,0.416667,0.26087,0.5,0.4,0.24,0.279752,0.279752,0.456436,0.279752,0.5,0.34641,0.268328
RFA_00184,Other RNA,Rfam Database,RF00001 V01347.1/119-3,Streptomyces griseus,0.6875,0.5625,0.594595,0.486486,0.639362,0.523114,0.8125,0.8125,0.6875,0.625,0.8125,0.34375,0.8125,0.666667,0.684211,0.594595,0.5,0.666667,0.275,0.666667,0.73598,0.745601,0.639362,0.559017,0.73598,0.307459,0.73598
RFA_00193,Other RNA,Rfam Database,RF00001 X00072.1/118-1,Tilletiaria anomala,0.69697,0.606061,0.589744,0.555556,0.641119,0.580259,0.636364,0.636364,0.909091,0.636364,0.575758,0.272727,0.636364,0.538462,0.538462,0.769231,0.538462,0.487179,0.236842,0.525,0.58537,0.58537,0.836242,0.58537,0.52962,0.254152,0.578006
RFA_00198,Other RNA,Rfam Database,RF00001 X00378.1/120-2,Dryopteris acuminata,0.774194,0.903226,0.615385,0.736842,0.690237,0.815803,0.903226,0.903226,0.774194,0.903226,0.741935,0.193548,0.774194,0.7,0.717949,0.6,0.7,0.589744,0.12766,0.631579,0.795147,0.805276,0.681554,0.795147,0.661477,0.157189,0.69926
RFA_00202,Other RNA,Rfam Database,RF00001 X00575.1/121-1,Microstroma juglandis,0.8,0.766667,0.648649,0.638889,0.72036,0.699868,0.8,0.8,0.8,0.8,0.733333,0.533333,0.8,0.631579,0.648649,0.648649,0.631579,0.594595,0.444444,0.648649,0.710819,0.72036,0.72036,0.710819,0.66033,0.486864,0.72036
RFA_00207,Other RNA,Rfam Database,RF00001 X00757.1/119-2,Synechococcus elongatus PCC 6301,0.833333,0.833333,0.714286,0.714286,0.771517,0.771517,0.833333,0.833333,0.833333,0.833333,0.833333,0.466667,0.8,0.694444,0.694444,0.694444,0.694444,0.694444,0.368421,0.666667,0.760725,0.760725,0.760725,0.760725,0.760725,0.414644,0.730297
RFA_00210,Other RNA,Rfam Database,RF00001 X00866.1/119-1,Acremonium persicinum,0.366667,0.466667,0.282051,0.451613,0.321588,0.459078,0.366667,0.366667,0.366667,0.366667,0.366667,0.366667,0.366667,0.275,0.275,0.275,0.275,0.275,0.255814,0.261905,0.317543,0.317543,0.317543,0.317543,0.317543,0.306265,0.30989
RFA_00211,Other RNA,Rfam Database,RF00001 X00867.1/119-1,Acremonium chrysogenum,0.366667,0.366667,0.268293,0.305556,0.313647,0.33472,0.366667,0.366667,0.366667,0.366667,0.466667,0.366667,0.366667,0.261905,0.261905,0.261905,0.261905,0.358974,0.234043,0.261905,0.30989,0.30989,0.30989,0.30989,0.409294,0.292943,0.30989
RFA_00224,Other RNA,Rfam Database,RF00001 X01003.1/119-1,Asterina pectinifera,0.264706,0.264706,0.257143,0.243243,0.260897,0.253748,0.264706,0.264706,0.264706,0.264706,0.264706,0.264706,0.264706,0.243243,0.236842,0.230769,0.243243,0.225,0.209302,0.230769,0.253748,0.250387,0.247156,0.253748,0.244047,0.235379,0.247156
RFA_00225,Other RNA,Rfam Database,RF00001 X01004.1/119-1,Hemicentrotus sp.,0.882353,0.852941,0.714286,0.74359,0.793884,0.796391,0.852941,0.794118,0.882353,0.882353,0.911765,0.470588,0.852941,0.707317,0.675,0.714286,0.697674,0.756098,0.380952,0.707317,0.776724,0.73214,0.793884,0.784598,0.830291,0.423405,0.776724
RFA_00228,Other RNA,Rfam Database,RF00001 X01534.1/119-1,Halichondria panicea,0.941176,0.852941,0.761905,0.805556,0.84681,0.82891,0.558824,0.558824,0.941176,0.558824,0.558824,0.382353,0.558824,0.487179,0.487179,0.761905,0.487179,0.5,0.325,0.487179,0.521773,0.521773,0.84681,0.521773,0.528594,0.352512,0.521773
RFA_00229,Other RNA,Rfam Database,RF00001 X01535.1/119-1,Hymeniacidon sanguinea,0.941176,0.941176,0.761905,0.761905,0.84681,0.84681,0.941176,0.852941,0.941176,0.941176,0.941176,0.705882,0.852941,0.744186,0.707317,0.761905,0.744186,0.744186,0.615385,0.707317,0.836905,0.776724,0.84681,0.836905,0.836905,0.659082,0.776724
RFA_00230,Other RNA,Rfam Database,RF00001 X01536.1/119-1,Haliclona oculata,1,1,0.85,0.829268,0.921954,0.910642,0.264706,0.264706,1,0.264706,0.970588,0.264706,0.264706,0.243243,0.243243,0.829268,0.243243,0.825,0.195652,0.236842,0.253748,0.253748,0.910642,0.253748,0.894838,0.227575,0.250387
RFA_00231,Other RNA,Rfam Database,RF00001 X01543.1/118-1,Blastocladiella simplex,0.909091,0.878788,0.731707,0.725,0.815591,0.798199,0.909091,0.909091,0.909091,0.909091,0.878788,0.818182,0.909091,0.731707,0.731707,0.731707,0.731707,0.690476,0.613636,0.697674,0.815591,0.815591,0.815591,0.815591,0.778962,0.708566,0.796398
RFA_00250,Other RNA,Rfam Database,RF00001 X02031.1/118-1,Euglena gracilis,0.774194,0.451613,0.615385,0.358974,0.690237,0.402638,0.774194,0.774194,0.774194,0.774194,0.774194,0.419355,0.774194,0.615385,0.615385,0.6,0.615385,0.571429,0.317073,0.6,0.690237,0.690237,0.681554,0.690237,0.665129,0.364645,0.681554
RFA_00252,Other RNA,Rfam Database,RF00001 X02128.1/139-24,Haloferax volcanii,0.375,0.375,0.28125,0.264706,0.32476,0.315063,0.541667,0.375,0.416667,0.458333,0.416667,0,0.541667,0.382353,0.272727,0.30303,0.305556,0.277778,0,0.342105,0.455091,0.319801,0.355334,0.374228,0.340207,0,0.430473
RFA_00254,Other RNA,Rfam Database,RF00001 X02236.1/119-3,Vibrio natriegens,0.586207,0.517241,0.447368,0.416667,0.512104,0.464238,0.275862,0.275862,0.655172,0.275862,0.586207,0.275862,0.275862,0.235294,0.266667,0.5,0.25,0.447368,0.25,0.228571,0.254772,0.271226,0.572351,0.262613,0.512104,0.262613,0.251106
RFA_00255,Other RNA,Rfam Database,RF00001 X02237.1/118-3,Vibrio fluvialis,0.62069,0.551724,0.473684,0.457143,0.542228,0.502212,0.655172,0.62069,0.655172,0.655172,0.62069,0.413793,0.62069,0.5,0.473684,0.5,0.5,0.473684,0.342857,0.473684,0.572351,0.542228,0.572351,0.572351,0.542228,0.376659,0.542228
RFA_00258,Other RNA,Rfam Database,RF00001 X02241.1/119-3,Vibrio alginolyticus,0.551724,0.517241,0.421053,0.416667,0.48198,0.464238,0.517241,0.517241,0.551724,0.517241,0.551724,0.275862,0.448276,0.394737,0.394737,0.421053,0.394737,0.421053,0.242424,0.342105,0.451856,0.451856,0.48198,0.451856,0.48198,0.258603,0.391609
RFA_00268,Other RNA,Rfam Database,RF00001 X02254.1/118-3,Vibrio logei,0.448276,0.37931,0.342105,0.314286,0.391609,0.345271,0.413793,0.413793,0.448276,0.413793,0.448276,0.275862,0.413793,0.307692,0.307692,0.342105,0.307692,0.342105,0.210526,0.307692,0.35682,0.35682,0.391609,0.35682,0.391609,0.24099,0.35682
RFA_00276,Other RNA,Rfam Database,RF00001 X02731.1/119-3,Synechococcus lividus,0.9,0.7,0.75,0.6,0.821584,0.648074,0.866667,0.866667,0.9,0.9,0.866667,0.366667,0.766667,0.722222,0.722222,0.75,0.75,0.742857,0.275,0.69697,0.791155,0.791155,0.821584,0.821584,0.802377,0.317543,0.730988
RFA_00279,Other RNA,Rfam Database,RF00001 X03902.1/114-1,Methylobacterium sp.,0.541667,0.5,0.351351,0.342857,0.436251,0.414039,0.541667,0.541667,0.541667,0.541667,0.458333,0.208333,0.5,0.351351,0.325,0.351351,0.351351,0.323529,0.131579,0.3,0.436251,0.419573,0.436251,0.436251,0.385077,0.165566,0.387298
RFA_00281,Other RNA,Rfam Database,RF00001 X04305.1/118-1,Aplysia kurodai (Kurodas sea hare),0.5625,0.5625,0.45,0.461538,0.503115,0.509524,0.5625,0.5625,0.5625,0.53125,0.75,0.1875,0.1875,0.45,0.45,0.45,0.425,0.6,0.139535,0.166667,0.503115,0.503115,0.503115,0.475164,0.67082,0.161749,0.176777
RFA_00284,Other RNA,Rfam Database,RF00001 X05052.1/119-3,Halorhodospira halophila,0.5,0.266667,0.394737,0.2,0.444262,0.23094,0.266667,0.266667,0.5,0.466667,0.5,0.433333,0.266667,0.190476,0.190476,0.394737,0.368421,0.384615,0.282609,0.190476,0.225374,0.225374,0.444262,0.414644,0.438529,0.349948,0.225374
RFA_00290,Other RNA,Rfam Database,RF00001 X05519.1/116-1,Haemophilus aegyptius,0.703704,0.62963,0.513514,0.5,0.601134,0.561084,0.703704,0.666667,0.703704,0.703704,0.703704,0.407407,0.62963,0.513514,0.5,0.5,0.5,0.5,0.34375,0.485714,0.601134,0.57735,0.593171,0.593171,0.593171,0.374227,0.55301
RFA_00291,Other RNA,Rfam Database,RF00001 X05520.1/114-1,Rhodobacter sphaeroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFA_00293,Other RNA,Rfam Database,RF00001 X05525.1/116-1,Bacillus subtilis,0.84375,0.25,0.710526,0.235294,0.774278,0.242536,0.75,0.75,0.84375,0.75,0.6875,0.34375,0.75,0.631579,0.631579,0.710526,0.631579,0.578947,0.25,0.615385,0.688247,0.688247,0.774278,0.688247,0.630893,0.293151,0.679366
RFA_00295,Other RNA,Rfam Database,RF00001 X05527.1/120-1,Gelidium amansii,0.818182,0.272727,0.658537,0.28125,0.734032,0.276956,0.818182,0.818182,0.818182,0.818182,0.272727,0.272727,0.818182,0.642857,0.642857,0.658537,0.642857,0.214286,0.191489,0.642857,0.725241,0.725241,0.734032,0.725241,0.241747,0.228526,0.725241
RFA_00310,Other RNA,Rfam Database,RF00001 X06834.1/119-1,Bugula neritina,0.666667,0.272727,0.666667,0.219512,0.666667,0.244677,0.878788,0.666667,0.909091,0.878788,0.878788,0.272727,0.878788,0.707317,0.647059,0.714286,0.707317,0.707317,0.209302,0.707317,0.788405,0.65679,0.805823,0.788405,0.788405,0.238919,0.788405
RFA_00313,Other RNA,Rfam Database,RF00001 X06837.1/119-1,Lingula anatina,0.878788,0.818182,0.74359,0.72973,0.808367,0.772691,0.272727,0.818182,0.909091,0.272727,0.878788,0.30303,0.272727,0.219512,0.675,0.714286,0.219512,0.725,0.25641,0.219512,0.244677,0.743151,0.805823,0.244677,0.798199,0.278747,0.244677
RFA_00315,Other RNA,Rfam Database,RF00001 X06840.1/119-1,Lemna minor,0.90625,0.90625,0.725,0.725,0.810575,0.810575,0.90625,0.90625,0.90625,0.90625,0.90625,0.34375,0.90625,0.725,0.725,0.725,0.725,0.707317,0.261905,0.725,0.810575,0.810575,0.810575,0.810575,0.800629,0.30005,0.810575
RFA_00317,Other RNA,Rfam Database,RF00001 X06844.1/119-1,Phaseolus vulgaris,0.90625,0.875,0.74359,0.756757,0.820901,0.813734,0.90625,0.90625,0.90625,0.90625,0.875,0,0.84375,0.763158,0.763158,0.763158,0.763158,0.736842,0,0.72973,0.831632,0.831632,0.831632,0.831632,0.802955,0,0.784672
RFA_00320,Other RNA,Rfam Database,RF00001 X06849.1/119-1,Sporidiobolus salmonicolor,0.83871,0.870968,0.634146,0.658537,0.72929,0.757341,0.83871,0.870968,0.870968,0.870968,0.870968,0.354839,0.870968,0.619048,0.642857,0.642857,0.642857,0.642857,0.244444,0.642857,0.720557,0.74827,0.74827,0.74827,0.74827,0.294514,0.74827
RFA_00324,Other RNA,Rfam Database,RF00001 X06996.1/118-1,Ephedra kokanica,0.78125,0.90625,0.641026,0.763158,0.707673,0.831632,0.75,0.78125,0.6875,0.71875,0.28125,0.28125,0.25,0.615385,0.657895,0.564103,0.575,0.2,0.183673,0.181818,0.679366,0.716924,0.622753,0.64287,0.237171,0.227284,0.213201
RFA_00331,Other RNA,Rfam Database,RF00001 X13007.1/116-1,Sporosarcina ureae,0.741935,0.741935,0.638889,0.676471,0.688487,0.708447,0.741935,0.741935,0.806452,0.741935,0.709677,0.258065,0.709677,0.71875,0.71875,0.735294,0.71875,0.611111,0.235294,0.6875,0.73025,0.73025,0.770052,0.73025,0.658553,0.246417,0.6985
RFA_00359,Other RNA,Rfam Database,RF00001 X55253.1/119-3,Streptomyces roseoverticillatus,0.413793,0.37931,0.342857,0.297297,0.376659,0.335809,0.37931,0.37931,0.482759,0.37931,0.448276,0.37931,0.37931,0.297297,0.297297,0.378378,0.297297,0.371429,0.275,0.305556,0.335809,0.335809,0.427394,0.335809,0.408047,0.322971,0.340442
RFA_00364,Other RNA,Rfam Database,RF00001 X55269.1/119-3,Streptomyces brasiliensis,0.6875,0.71875,0.611111,0.69697,0.648181,0.707776,0.8125,0.8125,0.6875,0.625,0.8125,0.34375,0.8125,0.684211,0.684211,0.594595,0.512821,0.684211,0.289474,0.666667,0.745601,0.745601,0.639362,0.566139,0.745601,0.315447,0.73598
RFA_00369,Other RNA,Rfam Database,RF00001 X59479.1/634-518,Streptomyces rimosus,0.633333,0.5,0.558824,0.405405,0.594913,0.450225,0.6,0.6,0.7,0.6,0.6,0.5,0.6,0.473684,0.473684,0.583333,0.473684,0.473684,0.394737,0.473684,0.533114,0.533114,0.639009,0.533114,0.533114,0.444262,0.533114
RFA_00375,Other RNA,Rfam Database,RF00001 X68666.1/122-1,Cyanidium caldarium,0.37931,0.413793,0.314286,0.315789,0.345271,0.361485,0.413793,0.413793,0.37931,0.413793,0.37931,0.37931,0.37931,0.324324,0.324324,0.282051,0.324324,0.297297,0.23913,0.297297,0.366337,0.366337,0.327085,0.366337,0.335809,0.301172,0.335809
RFA_00380,Other RNA,Rfam Database,RF00001 Y00159.1/117-2,Legionella pneumophila,0.807692,0.307692,0.636364,0.258065,0.716928,0.281788,0.846154,0.807692,0.807692,0.846154,0.769231,0.461538,0.384615,0.647059,0.636364,0.617647,0.628571,0.606061,0.4,0.285714,0.73994,0.716928,0.706306,0.729293,0.682789,0.429669,0.331496
RFA_00386,Other RNA,Rfam Database,RF00001 Z50074.1/119-3,Saccharothrix mutabilis,0.6875,0.46875,0.611111,0.428571,0.648181,0.448211,0.5,0.34375,0.6875,0.5625,0.625,0.34375,0.34375,0.444444,0.305556,0.594595,0.514286,0.588235,0.25,0.297297,0.471404,0.324091,0.639362,0.537853,0.606339,0.293151,0.319681
RFA_00389,Hammerhead Ribozyme,Rfam Database,RF00008 AF170503.1/333-280,Peach latent mosaic viroid,0.933333,1,0.777778,0.882353,0.852013,0.939336,0.866667,0.866667,1,0.866667,1,1,0.866667,0.684211,0.684211,0.789474,0.684211,0.789474,0.75,0.684211,0.770054,0.770054,0.888523,0.770054,0.888523,0.866025,0.770054
RFA_00396,Hammerhead Ribozyme,Rfam Database,RF00008 AJ005299.1/335-282,Peach latent mosaic viroid,1,1,0.875,0.875,0.935414,0.935414,1,1,1,0.928571,1,1,0.928571,0.777778,0.777778,0.777778,0.764706,0.823529,0.777778,0.722222,0.881917,0.881917,0.881917,0.842665,0.907485,0.881917,0.818923
RFA_00397,Hammerhead Ribozyme,Rfam Database,RF00008 AJ005300.1/335-282,Peach latent mosaic viroid,0.714286,1,0.625,0.875,0.668153,0.935414,0.714286,0.714286,0.714286,0.642857,1,1,0.642857,0.625,0.625,0.625,0.5625,0.823529,0.823529,0.5625,0.668153,0.668153,0.668153,0.601338,0.907485,0.907485,0.601338
RFA_00403,Hammerhead Ribozyme,Rfam Database,RF00008 AJ005312.1/3-56,Peach latent mosaic viroid,1,1,0.833333,0.833333,0.912871,0.912871,1,1,1,1,1,1,1,0.75,0.75,0.75,0.75,0.789474,0.75,0.75,0.866025,0.866025,0.866025,0.866025,0.888523,0.866025,0.866025
RFA_00413,Hammerhead Ribozyme,Rfam Database,RF00008 AJ241831.1/3-56,Peach latent mosaic viroid,0.642857,0.642857,0.6,0.6,0.621059,0.621059,0.642857,0.642857,0.642857,0.642857,0.642857,0.928571,0.642857,0.5625,0.5625,0.5625,0.5625,0.5625,0.8125,0.5625,0.601338,0.601338,0.601338,0.601338,0.601338,0.868599,0.601338
RFA_00443,Hammerhead Ribozyme,Rfam Database,RF00008 AJ550912.1/3-56,Peach latent mosaic viroid,1,1,0.882353,0.882353,0.939336,0.939336,1,1,1,1,1,1,1,0.789474,0.789474,0.833333,0.789474,0.833333,0.789474,0.789474,0.888523,0.888523,0.912871,0.888523,0.912871,0.888523,0.888523
RFA_00450,Hammerhead Ribozyme,Rfam Database,RF00008 Y14700.1/53-133,Chrysanthemum chlorotic mottle viroid,1,0.8,0.882353,0.857143,0.939336,0.828079,1,1,1,1,1,1,1,0.833333,0.833333,0.882353,0.833333,0.833333,0.833333,0.833333,0.912871,0.912871,0.939336,0.912871,0.912871,0.912871,0.912871
