contrafold_2 Sens,vienna_2 Sens,contrafold_2 PPV,vienna_2 PPV,contrafold_2 F-score,vienna_2 F-score,eternafold_A Sens,eternafold_B Sens,eternafold_C Sens,eternafold_D Sens,eternafold_E Sens,eternafold_F Sens,eternafold_G Sens,eternafold_A F-score,eternafold_B F-score,eternafold_C F-score,eternafold_D F-score,eternafold_E F-score,eternafold_F F-score,eternafold_G F-score,eternafold_A PPV,eternafold_B PPV,eternafold_C PPV,eternafold_D PPV,eternafold_E PPV,eternafold_F PPV,eternafold_G PPV,Category,Name
0.625,0.625,0.285714,0.285714,0.422577,0.422577,0.625,0.4375,0.625,0.625,0.4375,0.0625,0.375,0.416667,0.291666,0.422577,0.416667,0.291666,0.0422577,0.25,0.277778,0.194444,0.285714,0.277778,0.194444,0.0285714,0.166667,srp,srp_Sacc.cast._AJ550804
0.473684,0.547368,0.432692,0.509804,0.452724,0.528252,0.621053,0.621053,0.484211,0.631579,0.484211,0.284211,0.473684,0.590739,0.587946,0.456252,0.597911,0.458398,0.274285,0.450563,0.561905,0.556604,0.429907,0.566038,0.433962,0.264706,0.428571,16s,16s_M.polymorpha_domain1
0.423077,0.423077,0.366667,0.37931,0.393863,0.400596,0.423077,0.423077,0.423077,0.423077,0.423077,0.423077,0.807692,0.387459,0.393863,0.393863,0.393863,0.36997,0.36997,0.728044,0.354839,0.366667,0.366667,0.366667,0.323529,0.323529,0.65625,srp,srp_Chlo.tepi._AE006470
0.0588235,0.294118,0.0508475,0.277778,0.0546903,0.285831,0.137255,0.137255,0.137255,0.137255,0.137255,0.0588235,0.137255,0.122525,0.122525,0.124485,0.122525,0.121578,0.052105,0.123493,0.109375,0.109375,0.112903,0.109375,0.107692,0.0461538,0.111111,5s,5s_Perkinsus-olseni-1
0.933333,0.866667,0.933333,0.928571,0.933333,0.897085,0.8,0.766667,0.933333,0.833333,0.833333,0.466667,0.7,0.8,0.779773,0.933333,0.833333,0.833333,0.61993,0.711967,0.8,0.793103,0.933333,0.833333,0.833333,0.823529,0.724138,tmRNA,tmRNA_Ther.ther._TRW-300852_1-349
0.466667,0.4,0.424242,0.428571,0.444949,0.414039,0.633333,0.533333,0.5,0.6,0.433333,0,0.6,0.586352,0.508513,0.469668,0.555492,0.440741,0,0.555492,0.542857,0.484848,0.441176,0.514286,0.448276,0,0.514286,srp,srp_Giar.lamb._GSP-184922
0.714286,0.714286,0.606061,0.606061,0.657952,0.657952,0.75,0.75,0.714286,0.75,0.714286,0.357143,0.714286,0.680614,0.680614,0.657952,0.680614,0.638877,0.524143,0.638877,0.617647,0.617647,0.606061,0.617647,0.571429,0.769231,0.571429,srp,srp_Tric.spir._GSP-6334
0.166667,0,0.153846,0,0.160128,0,0.25,0.25,0,0.25,0.166667,0.25,0.25,0.216506,0.223607,0,0.204124,0.136083,0.25,0.204124,0.1875,0.2,0,0.166667,0.111111,0.25,0.166667,srp,srp_Salm.typh._AE008717
0.103448,0.655172,0.12,0.791667,0.111417,0.720193,0.965517,0.965517,0.103448,0.931034,0.103448,0.275862,0.862069,0.919145,0.919145,0.100055,0.9005,0.109254,0.285896,0.833797,0.875,0.875,0.0967742,0.870968,0.115385,0.296296,0.806452,tmRNA,tmRNA_Porp.ging._TRW-242619_1-407
0.466667,0.466667,0.4375,0.388889,0.451848,0.426007,0.466667,0.466667,0.466667,0.466667,0.366667,0.266667,0.433333,0.444949,0.444949,0.438357,0.438357,0.349603,0.243432,0.413167,0.424242,0.424242,0.411765,0.411765,0.333333,0.222222,0.393939,srp,srp_Tetr.ther._X56981
0.737374,0.777778,0.657658,0.740385,0.696376,0.758851,0.727273,0.606061,0.69697,0.737374,0.737374,0.343434,0.727273,0.677739,0.564783,0.652367,0.687152,0.69326,0.309372,0.674786,0.631579,0.526316,0.610619,0.640351,0.651786,0.278689,0.626087,tmRNA,tmRNA_Pseu.puti._AE015451_1-399
0.698925,0.677419,0.643564,0.636364,0.670674,0.656571,0.903226,0.698925,0.88172,0.903226,0.688172,0.247312,0.774194,0.850048,0.651599,0.841923,0.862457,0.644593,0.222401,0.715118,0.8,0.607477,0.803922,0.823529,0.603774,0.2,0.66055,grp2,grp2_a.I2.c.N.tabacum.A.L2.i1
0.833333,0.944444,0.789474,0.918919,0.811107,0.931594,0.833333,0.833333,0.833333,0.833333,0.833333,0.527778,0.833333,0.811107,0.811107,0.811107,0.811107,0.811107,0.578152,0.811107,0.789474,0.789474,0.789474,0.789474,0.789474,0.633333,0.789474,tmRNA,tmRNA_Bact.frag._CR626927_1-398
0.975,0.975,0.95122,0.95122,0.963037,0.963037,0.95,0.95,0.975,0.95,0.975,0.375,0.95,0.927105,0.927105,0.963037,0.927105,0.963037,0.379777,0.927105,0.904762,0.904762,0.95122,0.904762,0.95122,0.384615,0.904762,srp,srp_Rick.typh._AE017197
0.636364,0.757576,0.567568,0.714286,0.600982,0.735613,0.757576,0.757576,0.636364,0.636364,0.757576,0.242424,0.727273,0.715455,0.715455,0.600982,0.600982,0.715455,0.235396,0.686837,0.675676,0.675676,0.567568,0.567568,0.675676,0.228571,0.648649,tmRNA,tmRNA_Acid.caps._TRW-240015_1-352
0.489362,0.56383,0.438095,0.504762,0.463019,0.533479,0.43617,0.425532,0.489362,0.414894,0.425532,0.191489,0.425532,0.403203,0.395169,0.456544,0.383534,0.383061,0.173883,0.389841,0.372727,0.366972,0.425926,0.354545,0.344828,0.157895,0.357143,telomerase,telomerase_AF221908.136-584
0.747664,0.757009,0.720721,0.764151,0.734069,0.760572,0.785047,0.785047,0.794393,0.785047,0.785047,0.252336,0.785047,0.760563,0.763921,0.773015,0.763921,0.767323,0.239276,0.760563,0.736842,0.743363,0.752212,0.743363,0.75,0.226891,0.736842,RNaseP,RNaseP_Z.rouxii
0.382353,0.382353,0.26,0.27957,0.315296,0.326947,0.294118,0.382353,0.382353,0.294118,0.382353,0.235294,0.426471,0.244998,0.320135,0.31219,0.243757,0.316885,0.186704,0.357074,0.204082,0.268041,0.254902,0.20202,0.262626,0.148148,0.298969,tRNA,tRNA_tdbR00000595-Escherichia_coli-562-Leu-BAA
0.563025,0.470588,0.39645,0.331361,0.472452,0.394885,0.571429,0.571429,0.546218,0.571429,0.571429,0.159664,0.571429,0.472565,0.469872,0.451715,0.472565,0.465917,0.132421,0.468543,0.390805,0.386364,0.373563,0.390805,0.379888,0.109827,0.384181,tmRNA,tmRNA_Rubr.gela._TRW-279263_1-372
0.369231,0.438462,0.396694,0.435115,0.382716,0.436785,0.4,0.392308,0.376923,0.384615,0.392308,0.353846,0.438462,0.401548,0.393826,0.374057,0.386103,0.390808,0.330516,0.447145,0.403101,0.395349,0.371212,0.387597,0.389313,0.308725,0.456,grp1,grp1_a.I1.c.G.prostrata.C3.tLEU
0.529412,0,0.409091,0,0.465379,0,0.176471,0,0.411765,0.588235,0,0,0,0.151717,0,0.370479,0.505722,0,0,0,0.130435,0,0.333333,0.434783,0,0,0,tmRNA,tmRNA_Stre.suis._TRW-218494_1-354
0.913043,0.913043,0.807692,0.84,0.858753,0.87576,0.608696,0.608696,0.608696,0.608696,0.608696,0.173913,0.608696,0.542083,0.542083,0.551677,0.551677,0.551677,0.182006,0.542083,0.482759,0.482759,0.5,0.5,0.5,0.190476,0.482759,srp,srp_Proc.mari._AJ237851
0.884615,0.807692,0.884615,0.724138,0.884615,0.764775,0.423077,0.423077,0.538462,0.423077,0.423077,0.423077,0.423077,0.387459,0.387459,0.50985,0.387459,0.375534,0.375534,0.387459,0.354839,0.354839,0.482759,0.354839,0.333333,0.333333,0.354839,srp,srp_Myco.lepr._AL023596
0.921053,0.894737,0.853659,0.829268,0.886716,0.861381,0.842105,0.921053,0.921053,0.921053,0.894737,0.736842,0.894737,0.820783,0.886716,0.886716,0.886716,0.861381,0.692679,0.861381,0.8,0.853659,0.853659,0.853659,0.829268,0.651163,0.829268,tRNA,tRNA_tdbR00000310-Enterobacteria_phage_T5-10726-Pro-UGG
0.828571,0.942857,0.74359,0.891892,0.784931,0.917021,0.942857,0.942857,0.828571,0.942857,0.828571,0.371429,0.885714,0.87114,0.87114,0.784931,0.881962,0.816982,0.356466,0.818344,0.804878,0.804878,0.74359,0.825,0.805556,0.342105,0.756098,5s,5s_Isosphaera-pallida-1
0.091954,0.37931,0.0869565,0.347368,0.0894203,0.362988,0.091954,0.114943,0.091954,0.137931,0.16092,0.126437,0.091954,0.0875376,0.109997,0.088464,0.131306,0.153191,0.116202,0.088464,0.0833333,0.105263,0.0851064,0.125,0.145833,0.106796,0.0851064,grp1,grp1_a.I1.e.A.capsulatus.FLs1.C1.SSU
0.709677,0.645161,0.702128,0.674157,0.705892,0.6595,0.763441,0.763441,0.645161,0.741935,0.677419,0.0645161,0.688172,0.755362,0.755362,0.648658,0.737978,0.673806,0.0607177,0.691902,0.747368,0.747368,0.652174,0.734043,0.670213,0.0571429,0.695652,grp1,grp1_a.I1.e.L.dispersa.UNK.SSU.516
0.425287,0.436782,0.420455,0.463415,0.422864,0.449901,0.436782,0.436782,0.425287,0.436782,0.252874,0.0689655,0.482759,0.409455,0.409455,0.400709,0.409455,0.248623,0.0723733,0.452556,0.383838,0.383838,0.377551,0.383838,0.244444,0.0759494,0.424242,tmRNA,tmRNA_uncu.bact._TRW-32045-4_1-369
0.875,0.90625,0.875,0.90625,0.875,0.90625,0.84375,0.84375,0.864583,0.802083,0.854167,0.135417,0.802083,0.835096,0.835096,0.860115,0.781978,0.845406,0.130735,0.778135,0.826531,0.826531,0.85567,0.762376,0.836735,0.126214,0.754902,tRNA,tRNA_tdbR00000594-Ascaris_suum-6253-Leu-AA
0.418605,0.465116,0.367347,0.408163,0.392139,0.43571,0.267442,0.267442,0.44186,0.267442,0.44186,0.104651,0.116279,0.25718,0.25718,0.411828,0.25718,0.407731,0.0942628,0.115609,0.247312,0.247312,0.383838,0.247312,0.376238,0.0849057,0.114943,grp1,grp1_a.I1.m.S.luteus.A1.LSU.2504
0.673684,0.389474,0.621359,0.366337,0.646993,0.377728,0.631579,0.715789,0.610526,0.631579,0.736842,0.294737,0.642105,0.597911,0.674458,0.577981,0.597911,0.697563,0.270245,0.607876,0.566038,0.635514,0.54717,0.566038,0.660377,0.247788,0.575472,srp,srp_Sulf.acid._CP000077
0.584158,0.772277,0.567308,0.764706,0.575671,0.768482,0.742574,0.683168,0.762376,0.722772,0.752475,0.386139,0.643564,0.711548,0.663738,0.733866,0.695743,0.71778,0.373415,0.628203,0.681818,0.64486,0.706422,0.669725,0.684685,0.361111,0.613208,tmRNA,tmRNA_Lact.acid._CP000033_1-369
0.08,0,0.0666667,0,0.0730297,0,0.4,0.4,0.12,0.48,0.12,0.04,0.4,0.353553,0.353553,0.107763,0.411597,0.111417,0.03849,0.348155,0.3125,0.3125,0.0967742,0.352941,0.103448,0.037037,0.30303,tmRNA,tmRNA_Spir.citr._AM285321_1-424
0.741573,0.719101,0.605505,0.609524,0.670094,0.662049,0.730337,0.719101,0.719101,0.752809,0.752809,0.348315,0.719101,0.659941,0.65279,0.649788,0.677148,0.683389,0.306421,0.65279,0.59633,0.592593,0.587156,0.609091,0.62037,0.269565,0.592593,srp,srp_Chla.muri._AE002160
0.37037,0.333333,0.322581,0.3,0.345651,0.316228,0.333333,0.333333,0.444444,0.37037,0.37037,0.444444,0.518519,0.311086,0.311086,0.421637,0.345651,0.345651,0.374634,0.469018,0.290323,0.290323,0.4,0.322581,0.322581,0.315789,0.424242,grp1,grp1_a.I1.m.S.pombe.B1.OX1
0.48,0.57,0.457143,0.581633,0.468432,0.575787,0.41,0.46,0.29,0.41,0.77,0.33,0.2,0.39092,0.448914,0.287143,0.394523,0.740933,0.316083,0.194257,0.372727,0.438095,0.284314,0.37963,0.712963,0.302752,0.188679,tmRNA,tmRNA_Trep.pall._TRW-243276_1-354
0.582524,0.592233,0.571429,0.570093,0.57695,0.581058,0.660194,0.660194,0.543689,0.660194,0.660194,0.339806,0.660194,0.630305,0.630305,0.53343,0.627535,0.630305,0.355701,0.630305,0.60177,0.60177,0.523364,0.596491,0.60177,0.37234,0.60177,tRNA,tRNA_tdbR00000581-Aeropyrum_pernix-56636-Lys-CUU
0.825688,0.743119,0.789474,0.75,0.807378,0.746552,0.816514,0.816514,0.816514,0.899083,0.752294,0.669725,0.807339,0.791494,0.794928,0.805504,0.890946,0.723036,0.618023,0.789436,0.767241,0.773913,0.794643,0.882883,0.694915,0.570312,0.77193,srp,srp_Tric.vagi._GSP-5722-1
0.859649,0.842105,0.816667,0.827586,0.837882,0.834814,0.903509,0.649123,0.859649,0.649123,0.868421,0.596491,0.675439,0.876985,0.627479,0.844953,0.627479,0.846432,0.565138,0.650258,0.85124,0.606557,0.830508,0.606557,0.825,0.535433,0.626016,tRNA,tRNA_tdbR00000620-Toxoplasma_gondii-5811-Ini-CAU
0.773585,0.773585,0.683333,0.706897,0.72706,0.73949,0.849057,0.849057,0.849057,0.849057,0.783019,0.622642,0.764151,0.788201,0.788201,0.791425,0.791425,0.72396,0.560087,0.709381,0.731707,0.731707,0.737705,0.737705,0.669355,0.503817,0.658537,5s,5s_Schizosaccharomyces-pombe-3
0.76699,0.699029,0.745283,0.685714,0.756059,0.692339,0.679612,0.708738,0.708738,0.679612,0.76699,0.242718,0.708738,0.666788,0.698637,0.698637,0.669925,0.756059,0.261112,0.692138,0.654206,0.688679,0.688679,0.660377,0.745283,0.280899,0.675926,RNaseP,RNaseP_K.polysporus
0.841121,0.831776,0.789474,0.809091,0.814888,0.820355,0.831776,0.831776,0.841121,0.831776,0.841121,0.747664,0.82243,0.805834,0.805834,0.814888,0.805834,0.822132,0.691741,0.800298,0.780702,0.780702,0.789474,0.780702,0.803571,0.64,0.778761,tRNA,tRNA_tdbR00000585-Aeropyrum_pernix-56636-Thr-CGU
0.848485,0.565657,0.763636,0.554455,0.804943,0.560028,0.848485,0.787879,0.858586,0.858586,0.707071,0.59596,0.737374,0.808627,0.750868,0.814526,0.814526,0.673856,0.578682,0.702736,0.770642,0.715596,0.772727,0.772727,0.642202,0.561905,0.669725,grp1,grp1_a.I1.e.S.paniceum.UNK.SSU.114
0.719626,0.82243,0.719626,0.82243,0.719626,0.82243,0.757009,0.766355,0.719626,0.757009,0.82243,0.364486,0.738318,0.746615,0.755833,0.709745,0.746615,0.811137,0.369706,0.724893,0.736364,0.745455,0.7,0.736364,0.8,0.375,0.711712,5s,5s_Methanococcus-voltae-1
0.678571,0.642857,0.730769,0.666667,0.704187,0.654654,0.714286,0.535714,0.714286,0.714286,0.642857,0.428571,0.571429,0.714286,0.566947,0.690066,0.690066,0.680336,0.483494,0.571429,0.714286,0.6,0.666667,0.666667,0.72,0.545455,0.571429,tmRNA,tmRNA_Wigg.glos._BA000021_1-365
0.818182,0.818182,0.75,0.72,0.78335,0.767523,0.818182,0.818182,0.818182,0.818182,0.636364,0.318182,0.772727,0.78335,0.800198,0.767523,0.752618,0.58537,0.449977,0.710805,0.75,0.782609,0.72,0.692308,0.538462,0.636364,0.653846,tmRNA,tmRNA_Moor.ther._CP000232_1-358
0.956522,0.956522,0.846154,0.88,0.899647,0.917464,0.956522,0.956522,0.956522,0.956522,0.956522,0.391304,0.913043,0.899647,0.899647,0.899647,0.899647,0.899647,0.391304,0.842701,0.846154,0.846154,0.846154,0.846154,0.846154,0.391304,0.777778,srp,srp_Fuso.nucl._AE009951
0.772727,0.818182,0.73913,0.818182,0.755742,0.818182,0.772727,0.772727,0.772727,0.772727,0.818182,0.0454545,0.772727,0.755742,0.755742,0.73983,0.755742,0.800198,0.0465242,0.73983,0.73913,0.73913,0.708333,0.73913,0.782609,0.047619,0.708333,16s,16s_M.polymorpha_domain4
0.809524,0.809524,0.607143,0.68,0.701068,0.741941,0.809524,0.809524,0.809524,0.809524,0.809524,0.619048,0.761905,0.688875,0.688875,0.701068,0.688875,0.701068,0.545949,0.648353,0.586207,0.586207,0.607143,0.586207,0.607143,0.481481,0.551724,5s,5s_Clostridium-pasteurianum-1
0.607143,0.464286,0.53125,0.40625,0.56793,0.4343,0.464286,0.464286,0.607143,0.464286,0.25,0.321429,0.428571,0.427669,0.427669,0.559259,0.427669,0.259437,0.315838,0.394771,0.393939,0.393939,0.515152,0.393939,0.269231,0.310345,0.363636,5s,5s_Gemm_obscuB
0,0.458333,0,0.366667,0,0.409946,0,0,0,0,0,0.0833333,0,0,0,0,0,0,0.070014,0,0,0,0,0,0,0.0588235,0,5s,5s_Methanothermus-fervidus-1
0.423077,0.615385,0.34375,0.484848,0.381356,0.546231,0.423077,0.423077,0.423077,0.423077,0.576923,0.307692,0.423077,0.36997,0.364647,0.375534,0.36997,0.504504,0.254514,0.359547,0.323529,0.314286,0.333333,0.323529,0.441176,0.210526,0.305556,srp,srp_Vibr.para._BA000031
0.916667,0.708333,0.758621,0.73913,0.833908,0.723568,0.75,0.541667,0.916667,0.75,0.875,0.583333,0.75,0.682288,0.484481,0.833908,0.682288,0.796003,0.490098,0.682288,0.62069,0.433333,0.758621,0.62069,0.724138,0.411765,0.62069,tRNA,tRNA_tdbR00000044-Mycoplasma_capricolum-2095-Glu-UC
0.619565,0.608696,0.6,0.583333,0.609704,0.59588,0.73913,0.73913,0.684783,0.73913,0.706522,0.51087,0.652174,0.698548,0.695181,0.666901,0.695181,0.65513,0.458936,0.60193,0.660194,0.653846,0.649485,0.653846,0.607477,0.412281,0.555556,grp1,grp1_a.I1.e.L.dispersa.UNK.SSU.1210
0.938776,0.979592,0.87619,0.932039,0.906943,0.95552,0.938776,0.938776,0.94898,0.928571,0.938776,0.285714,0.94898,0.894258,0.890147,0.903978,0.888661,0.890147,0.26968,0.903978,0.851852,0.844037,0.861111,0.850467,0.844037,0.254545,0.861111,5s,5s_Agaricostilbum-pulcherrimum-2
1,1,0.891892,0.891892,0.9444,0.9444,1,1,1,1,1,0.30303,0.969697,0.931891,0.931891,0.9444,0.931891,0.9444,0.550482,0.903652,0.868421,0.868421,0.891892,0.868421,0.891892,1,0.842105,tmRNA,tmRNA_Stre.scab._TRW-1883_1-402
1,0.258065,0.939394,0.235294,0.969223,0.246417,0.774194,0.774194,1,0.774194,0.354839,0.354839,0.258065,0.762001,0.762001,0.969223,0.762001,0.387459,0.354839,0.281788,0.75,0.75,0.939394,0.75,0.423077,0.354839,0.307692,srp,srp_Pris.paci._GSP-54126
0.724138,0.724138,0.75,0.724138,0.736956,0.724138,0.827586,0.793103,0.724138,0.827586,0.793103,0.310345,0.793103,0.842235,0.807142,0.724138,0.827586,0.807142,0.557086,0.779773,0.857143,0.821429,0.724138,0.827586,0.821429,1,0.766667,tmRNA,tmRNA_Fran.tula._CP000437_1-421
0.835052,0.804124,0.826531,0.795918,0.830781,0.80001,0.824742,0.824742,0.814433,0.814433,0.886598,0.226804,0.742268,0.804274,0.804274,0.802123,0.790356,0.864594,0.236778,0.713431,0.784314,0.784314,0.79,0.76699,0.843137,0.247191,0.685714,grp1,grp1_a.I1.e.P.macrosporus.C1.SSU.1506
0.375,0.333333,0.321429,0.299065,0.347183,0.315734,0.583333,0.583333,0.385417,0.5625,0.489583,0.40625,0.520833,0.542489,0.544949,0.363375,0.525487,0.453266,0.349106,0.48006,0.504505,0.509091,0.342593,0.490909,0.419643,0.3,0.442478,srp,srp_Thei.parv._GSP-333668
0.935484,0.935484,0.966667,0.966667,0.950948,0.950948,1,0.935484,0.935484,0.935484,0.935484,0.322581,0.935484,0.969223,0.935484,0.950948,0.935484,0.950948,0.308021,0.920751,0.939394,0.935484,0.966667,0.935484,0.966667,0.294118,0.90625,tmRNA,tmRNA_Lact.brev._CP000416_1-372
0.373333,0.346667,0.28,0.268041,0.323316,0.304829,0.373333,0.373333,0.373333,0.346667,0.373333,0.12,0.373333,0.317038,0.318573,0.320131,0.297264,0.320131,0.108347,0.317038,0.269231,0.271845,0.27451,0.254902,0.27451,0.0978261,0.269231,grp1,grp1_a.I1.e.B.ciliata.JCM6865.C1.SSU.1506
0.681818,0.681818,0.277778,0.258621,0.435194,0.41992,0.681818,0.681818,0.681818,0.681818,0.681818,0,0.681818,0.443485,0.443485,0.431219,0.443485,0.439281,0,0.443485,0.288462,0.288462,0.272727,0.288462,0.283019,0,0.288462,srp,srp_Lodd.elon._GSP-379508
0.94382,0.94382,0.903226,0.913043,0.9233,0.928304,0.921348,0.955056,0.94382,0.94382,0.955056,0.797753,0.910112,0.891779,0.924405,0.918376,0.918376,0.929308,0.752599,0.876303,0.863158,0.894737,0.893617,0.893617,0.904255,0.71,0.84375,srp,srp_Myco.geni._L43967
0.722772,0.574257,0.675926,0.557692,0.698957,0.565914,0.683168,0.653465,0.722772,0.683168,0.722772,0.138614,0.633663,0.660658,0.629028,0.698957,0.660658,0.692573,0.131047,0.604446,0.638889,0.605505,0.675926,0.638889,0.663636,0.123894,0.576577,srp,srp_Wolb.endo._AE017259
0.656566,0.69697,0.619048,0.669903,0.637531,0.683302,0.666667,0.585859,0.606061,0.666667,0.59596,0.161616,0.676768,0.63535,0.560917,0.582964,0.632456,0.573248,0.146187,0.644977,0.605505,0.537037,0.560748,0.6,0.551402,0.132231,0.614679,tmRNA,tmRNA_Heli.hepa._AE017125_1-369
0.315789,0.315789,0.211765,0.227848,0.258598,0.268238,0.438596,0.438596,0.315789,0.315789,0.315789,0.122807,0.438596,0.35707,0.355012,0.260133,0.255609,0.258598,0.0994034,0.355012,0.290698,0.287356,0.214286,0.206897,0.211765,0.0804598,0.287356,5s,5s_Treponema-denticola-1
0.822917,0.666667,0.759615,0.621359,0.790633,0.643614,0.625,0.645833,0.854167,0.6875,0.604167,0.489583,0.604167,0.583874,0.603336,0.812878,0.654268,0.566995,0.453266,0.561864,0.545455,0.563636,0.773585,0.622642,0.53211,0.419643,0.522523,srp,srp_Asco.apis._GSP-392613
0.851852,0.833333,0.807018,0.818182,0.829132,0.825723,0.87037,0.87037,0.87963,0.87037,0.861111,0.416667,0.87037,0.839821,0.839821,0.845121,0.839821,0.849395,0.412862,0.829168,0.810345,0.810345,0.811966,0.810345,0.837838,0.409091,0.789916,tRNA,tRNA_tdbR00000361-Saccharomyces_cerevisiae-4932-Arg-ACG
0.663366,0.683168,0.632075,0.638889,0.647532,0.660658,0.70297,0.70297,0.653465,0.683168,0.683168,0.287129,0.663366,0.664597,0.667558,0.623335,0.643037,0.651669,0.333202,0.63278,0.628319,0.633929,0.594595,0.605263,0.621622,0.386667,0.603604,srp,srp_Schi.mans._GSP-6183
0.740385,0.75,0.712963,0.728972,0.726545,0.739411,0.692308,0.692308,0.740385,0.701923,0.682692,0.211538,0.673077,0.667124,0.667124,0.719909,0.673391,0.676221,0.220176,0.648593,0.642857,0.642857,0.7,0.646018,0.669811,0.229167,0.625,5s,5s_Mycoplasma-mobile-1
0.701493,0.671642,0.516484,0.454545,0.601922,0.552532,0.492537,0.492537,0.358209,0.552239,0.61194,0.208955,0.507463,0.401158,0.401158,0.299253,0.454304,0.513907,0.160898,0.413315,0.326733,0.326733,0.25,0.373737,0.431579,0.123894,0.336634,5s,5s_Methylobacterium-sp.-1
0.714286,0.816327,0.693069,0.808081,0.703598,0.812194,0.816327,0.816327,0.693878,0.826531,0.77551,0.163265,0.795918,0.788647,0.788647,0.676826,0.798505,0.752807,0.160822,0.772618,0.761905,0.761905,0.660194,0.771429,0.730769,0.158416,0.75,srp,srp_Zymo.mobi._AF203881
0.84,0.84,0.617647,0.65625,0.720294,0.742462,0.56,0.56,0.84,0.84,0.48,0.4,0.56,0.487417,0.487417,0.731126,0.731126,0.411597,0.392232,0.487417,0.424242,0.424242,0.636364,0.636364,0.352941,0.384615,0.424242,5s,5s_Campylobacter-jejuni-3
0.821053,0.842105,0.742857,0.769231,0.780977,0.804844,0.821053,0.8,0.821053,0.842105,0.8,0.294737,0.884211,0.777284,0.750309,0.780977,0.797215,0.764601,0.273905,0.829289,0.735849,0.703704,0.742857,0.754717,0.730769,0.254545,0.777778,tmRNA,tmRNA_Lept.spec._TRW-261385_1-359
0.424242,0.424242,0.424242,0.482759,0.424242,0.452556,0.575758,0.575758,0.424242,0.606061,0.424242,0.212121,0.575758,0.551246,0.551246,0.424242,0.572364,0.417957,0.205971,0.551246,0.527778,0.527778,0.424242,0.540541,0.411765,0.2,0.527778,srp,srp_Myco.gall._AE016968
0.214286,0.892857,0.206897,0.78125,0.210559,0.835191,0.214286,0.214286,0.214286,0,0.214286,0.0714286,0.214286,0.210559,0.20702,0.210559,0,0.20702,0.0714286,0.210559,0.206897,0.2,0.206897,0,0.2,0.0714286,0.206897,grp1,grp1_a.I1.e.C.saxonicum.C1.SSU.1506
0.966667,0.966667,0.90625,0.90625,0.935971,0.935971,0.966667,0.966667,0.966667,0.966667,0.966667,0.733333,0.966667,0.921681,0.935971,0.921681,0.935971,0.935971,0.721408,0.908025,0.878788,0.90625,0.878788,0.90625,0.90625,0.709677,0.852941,grp2,grp2_a.I2.c.N.tabacum.B.ND2.i1
0.95,0.875,0.904762,0.853659,0.927105,0.864264,0.9,0.9,0.975,0.925,0.9,0.4,0.9,0.868037,0.868037,0.951502,0.892149,0.868037,0.395092,0.868037,0.837209,0.837209,0.928571,0.860465,0.837209,0.390244,0.837209,grp1,grp1_a.I1.e.U.maydis.C1.SSU.943
0.636364,0.636364,0.5,0.512195,0.564076,0.570914,0.575758,0.606061,0.666667,0.606061,0.454545,0.0909091,0.484848,0.504385,0.530932,0.5981,0.530932,0.393648,0.0882735,0.419891,0.44186,0.465116,0.536585,0.465116,0.340909,0.0857143,0.363636,srp,srp_Xant.axon._AE011739
0.598039,0.54902,0.530435,0.491228,0.563224,0.519321,0.529412,0.529412,0.588235,0.529412,0.607843,0.392157,0.529412,0.494311,0.488094,0.546903,0.488094,0.565133,0.352837,0.482104,0.461538,0.45,0.508475,0.45,0.525424,0.31746,0.439024,grp2,grp2_a.I2.c.N.tabacum.A.trnV.i1
0.853211,0.834862,0.823009,0.842593,0.837974,0.838719,0.834862,0.834862,0.834862,0.834862,0.844037,0.587156,0.834862,0.816349,0.823605,0.816349,0.816349,0.836398,0.550498,0.816349,0.798246,0.8125,0.798246,0.798246,0.828829,0.516129,0.798246,srp,srp_Scle.scle._GSP-325569
0.737864,0.708738,0.684685,0.657658,0.710777,0.68272,0.660194,0.660194,0.737864,0.718447,0.679612,0.572816,0.660194,0.627535,0.627535,0.710777,0.685921,0.648844,0.524181,0.630305,0.596491,0.596491,0.684685,0.654867,0.619469,0.479675,0.60177,tmRNA,tmRNA_Myco.pene._BA000026_1-405
0.878788,0.818182,0.828571,0.84375,0.85331,0.830868,0.848485,0.878788,0.878788,0.909091,0.878788,0.515152,0.818182,0.80131,0.829928,0.829928,0.858546,0.818935,0.462168,0.772691,0.756757,0.783784,0.783784,0.810811,0.763158,0.414634,0.72973,tRNA,tRNA_tdbR00000621-Nicotiana_rustica-4093-Cys-GCA
0.787879,0.878788,0.764706,0.852941,0.776206,0.865768,0.606061,0.636364,0.787879,0.727273,0.878788,0.575758,0.606061,0.58849,0.617915,0.776206,0.706188,0.85331,0.522958,0.572364,0.571429,0.6,0.764706,0.685714,0.828571,0.475,0.540541,5s,5s_Saprospira-grandis-1
0.347826,0.304348,0.296296,0.28,0.321029,0.29192,0.217391,0.130435,0.173913,0.173913,0.130435,0.130435,0.0434783,0.208514,0.122679,0.163572,0.163572,0.122679,0.108893,0.0401286,0.2,0.115385,0.153846,0.153846,0.115385,0.0909091,0.037037,tmRNA,tmRNA_Synt.acid._CP000252_1-356
0.193548,0.580645,0.193548,0.580645,0.193548,0.580645,0.290323,0.290323,0.193548,0.290323,0.290323,0.290323,0.290323,0.269408,0.27323,0.187591,0.27323,0.27323,0.258839,0.277219,0.25,0.257143,0.181818,0.257143,0.257143,0.230769,0.264706,tmRNA,tmRNA_Syne.spec._TRW-32049_1-396
